node,community,total_degree,weighted_total_degree,total_degree_in_group,weighted_total_degree_in_group,total_degree_between,weighted_total_degree_between,in_group_ratio,internal_strength_fraction,k_core_all,s_core_all,undirected_reach_2,total_degree_normalized,ego_density,density_clustering_coefficient,barrat_weighted_clustering,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized
JointDefenseTrainingIsBeneficial,3,6,12.0,6,12.0,0,0.0,1.0,1.0,6,8,40,4.1060735671514114e-5,1.0,0.7142857142857143,1.0,0.0007141052454264218,0.0,0.00142571998859424
PhilippinesIsNotABot,3,6,12.0,6,12.0,0,0.0,1.0,1.0,6,8,40,4.1060735671514114e-5,1.0,0.7142857142857143,1.0,0.0007141052454264218,0.0,0.00142571998859424
NoProxyColoniesInAsia,3,6,12.0,6,12.0,0,0.0,1.0,1.0,6,8,40,4.1060735671514114e-5,1.0,0.7142857142857143,1.0,0.0007141052454264218,0.0,0.00142571998859424
RegionalSecurityAndStability,7,5,10.0,4,8.0,1,2.0,0.8,0.8,5,7,105,3.421727972626176e-5,1.0,0.6666666666666666,1.0,6.665773591429947e-5,0.0,0.0037425149700598802
indopacific,3,12,86.0,2,18.0,10,68.0,0.16666666666666666,0.20930232558139536,11,31,127,0.00029426860564585116,0.9102564102564102,0.7564102564102564,0.9534883720930233,0.0,0.0008163756634687602,0.004526660963786712
GlobalGoals,9,2,4.0,2,4.0,0,0.0,1.0,1.0,2,2,100,1.3686911890504705e-5,1.0,0.3333333333333333,1.0,5.7194624445311426e-5,0.0,0.0035642999714856002
US,9,10,1714.0,4,1124.0,6,590.0,0.4,0.6557759626604434,6,55,106,0.005864841745081266,0.7272727272727273,0.5454545454545454,0.7222870478413069,0.0,0.006354870838179927,0.003778157969774736
Ukraine,8,8,32.0,4,16.0,4,16.0,0.5,0.5,5,11,118,0.00010949529512403764,0.6388888888888888,0.4166666666666667,0.49107142857142855,0.0007281062741689159,0.0,0.004205873966353009
partnerships,7,15,110.0,12,62.0,3,48.0,0.8,0.5636363636363636,11,33,126,0.0003763900769888794,0.75,0.625,0.8103896103896104,0.0,0.0006316084539575995,0.004491017964071856
patriotmissilesystem,1,20,204.0,9,94.0,11,110.0,0.45,0.46078431372549017,13,37,130,0.00069803250641574,0.6761904761904762,0.580952380952381,0.7275541795665634,0.0026969390287711614,0.0,0.00463358996293128
USArmy,7,10,54.0,8,36.0,2,18.0,0.8,0.6666666666666666,9,20,134,0.0001847733105218135,0.8727272727272727,0.6909090909090909,0.8271604938271605,0.0,9.274828786093314e-5,0.0047761619617907045
USNavy,1,4,32.0,3,24.0,1,8.0,0.75,0.75,4,17,100,0.00010949529512403764,1.0,0.6,1.0,0.0011871292356889218,0.0,0.0035642999714856002
littoral,2,2,4.0,1,2.0,1,2.0,0.5,0.5,2,2,103,1.3686911890504705e-5,1.0,0.3333333333333333,1.0,0.0,4.793748181902702e-5,0.003671228970630168
bilateralrelationship,7,2,4.0,1,2.0,1,2.0,0.5,0.5,2,2,103,1.3686911890504705e-5,1.0,0.3333333333333333,1.0,0.0,5.7136191769557865e-5,0.003671228970630168
cooperativeresolutions,7,8,26.0,6,22.0,2,4.0,0.75,0.8461538461538461,7,14,122,8.896492728828058e-5,0.8611111111111112,0.6388888888888888,0.8351648351648352,0.00030384001222905077,0.0,0.004348445965212432
indopacificsecuritycooperation,3,8,60.0,5,38.0,3,22.0,0.625,0.6333333333333333,7,24,122,0.00020530367835757058,0.9166666666666666,0.6944444444444444,0.9714285714285714,0.001642279526099355,0.0,0.004348445965212432
USPhilippinesDeepeningSecurityAlliance,7,6,12.0,5,10.0,1,2.0,0.8333333333333334,0.8333333333333334,6,8,127,4.1060735671514114e-5,1.0,0.7142857142857143,1.0,0.0001080035200792806,0.0,0.004526660963786712
colonialshowcase,7,2,4.0,1,2.0,1,2.0,0.5,0.5,2,2,100,1.3686911890504705e-5,1.0,0.3333333333333333,1.0,0.0,5.7136191769557865e-5,0.0035642999714856002
Yunus,7,14,28.0,12,24.0,2,4.0,0.8571428571428571,0.8571428571428571,14,16,121,9.580838323353294e-5,1.0,0.8666666666666667,1.0,0.00034521466215281515,0.0,0.004312802965497576
USOutOfPH,7,5,10.0,3,6.0,2,4.0,0.6,0.6,5,7,103,3.421727972626176e-5,1.0,0.6666666666666666,1.0,0.0,6.36213737559288e-5,0.003671228970630168
USSBlueRibbon,3,2,4.0,1,2.0,1,2.0,0.5,0.5,2,2,114,1.3686911890504705e-5,1.0,0.3333333333333333,1.0,5.9338065931779926e-5,0.0,0.0040633019674935844
TeamworkMakesTheDreamWork,7,7,14.0,6,12.0,1,2.0,0.8571428571428571,0.8571428571428571,7,9,126,4.790419161676647e-5,1.0,0.75,1.0,0.00014938992179752697,0.0,0.004491017964071856
TaiwanCanHelp,2,3,12.0,3,12.0,0,0.0,1.0,1.0,3,8,46,4.1060735671514114e-5,1.0,0.5,1.0,0.00028454540647160353,0.0,0.0016395779868833762
USSAshland,7,15,94.0,15,94.0,0,0.0,1.0,1.0,10,29,99,0.0003216424294268606,0.7,0.575,0.8358662613981763,0.001979874780838664,0.0,0.0035286569717707444
USStrategicDeterrence,3,14,58.0,5,34.0,9,24.0,0.35714285714285715,0.5862068965517241,13,25,110,0.0001984602224123182,0.9428571428571428,0.8095238095238095,0.9681697612732095,0.0013995131563740992,0.0,0.00392072996863416
USMarinesOutNow,7,5,10.0,5,10.0,0,0.0,1.0,1.0,5,7,94,3.421727972626176e-5,1.0,0.6666666666666666,1.0,0.00020632468107500967,0.0,0.0033504419731964644
nature,4,2,4.0,2,4.0,0,0.0,1.0,1.0,2,2,3,1.3686911890504705e-5,1.0,0.3333333333333333,1.0,0.00026864743204263464,0.0,0.000106928999144568
WeAreNATO,8,4,8.0,4,8.0,0,0.0,1.0,1.0,4,5,9,2.737382378100941e-5,1.0,0.6,1.0,0.0005291039451095214,0.0,0.00032078699743370403
USTroopExit,3,6,12.0,4,8.0,2,4.0,0.6666666666666666,0.6666666666666666,6,8,91,4.1060735671514114e-5,1.0,0.7142857142857143,1.0,0.00036959897963406707,0.0,0.003243512974051896
ProvidingEssentialCapabilitiesToOurArmedForces,3,6,12.0,6,12.0,0,0.0,1.0,1.0,6,8,40,4.1060735671514114e-5,1.0,0.7142857142857143,1.0,0.0007141052454264218,0.0,0.00142571998859424
TinangkapDuterte,7,6,12.0,6,12.0,0,0.0,1.0,1.0,6,8,88,4.1060735671514114e-5,1.0,0.7142857142857143,1.0,0.00024771132407541696,0.0,0.003136583974907328
PeaceandProsperity,2,3,6.0,3,6.0,0,0.0,1.0,1.0,3,3,17,2.0530367835757057e-5,1.0,0.5,1.0,0.00014207550822870063,0.0,0.000605930995152552
GoldenDragonExercise,5,3,12.0,3,12.0,0,0.0,1.0,1.0,3,8,4,4.1060735671514114e-5,1.0,0.5,1.0,0.0008047145212859985,0.0,0.00014257199885942402
SixShotsOfSuccess,3,5,10.0,4,8.0,1,2.0,0.8,0.8,3,4,87,3.421727972626176e-5,0.6,0.26666666666666666,0.4,0.0004226684084501775,0.0,0.0031009409751924723
SCSea,6,1,2.0,1,2.0,0,0.0,1.0,1.0,1,1,2,6.843455945252353e-6,1.0,0.0,0.0,0.000134364112371943,0.0,7.128599942971201e-5
