node,community,total_degree,weighted_total_degree,total_degree_in_group,weighted_total_degree_in_group,total_degree_between,weighted_total_degree_between,in_group_ratio,internal_strength_fraction,k_core_all,s_core_all,undirected_reach_2,total_degree_normalized,ego_density,density_clustering_coefficient,barrat_weighted_clustering,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized
Japan,4,18,148.0,13,109.0,5,39.0,0.7222222222222222,0.7364864864864865,18,68,151,0.0009140033966342443,1.0,0.8947368421052632,1.0,0.0006210137857725062,0.0,0.0023131127450980392
USJapanAlliance,6,18,79.0,16,66.0,2,13.0,0.8888888888888888,0.8354430379746836,14,41,132,0.0004878801914466574,0.695906432748538,0.5906432748538012,0.6098287416232315,0.0008859132663292524,0.0,0.002022058823529412
F35B,1,23,692.0,7,560.0,16,132.0,0.30434782608695654,0.8092485549132948,18,94,151,0.004273583449127682,0.6847826086956522,0.6014492753623188,0.6147530215449291,0.0,0.007762207394086951,0.0023131127450980392
Airmen,2,6,292.0,5,211.0,1,81.0,0.8333333333333334,0.7226027397260274,5,81,168,0.0018033039987648603,0.8571428571428571,0.5714285714285714,0.8506849315068493,0.0,0.0021151613007577286,0.002573529411764706
MaineMontenegro15,2,3,6.0,3,6.0,0,0.0,1.0,1.0,3,7,63,3.7054191755442337e-5,1.0,0.5,1.0,7.444253641830656e-5,0.0,0.0009650735294117647
日米同盟,6,10,315.0,9,268.0,1,47.0,0.9,0.8507936507936508,7,85,132,0.0019453450671607225,0.7272727272727273,0.5454545454545454,0.7513227513227513,0.004133705183841374,0.0,0.002022058823529412
KnowYourMil,4,18,126.0,13,91.0,5,35.0,0.7222222222222222,0.7222222222222222,18,67,151,0.0007781380268642891,1.0,0.8947368421052632,1.0,0.00039669115627027907,0.0,0.0023131127450980392
HSC25,1,3,129.0,3,129.0,0,0.0,1.0,1.0,3,71,132,0.0007966651227420102,1.0,0.5,1.0,0.0,0.00012621040564042563,0.002022058823529412
CordiDayInMetroManila2022,7,7,436.0,7,436.0,0,0.0,1.0,1.0,6,90,14,0.002692604600895476,0.8928571428571429,0.6428571428571429,0.9453363914373089,0.011454671402859051,0.0,0.0002144607843137255
38thCordilleraDay,7,7,452.0,7,452.0,0,0.0,1.0,1.0,6,91,14,0.0027914157789099892,0.8928571428571429,0.6428571428571429,0.9406342182890856,0.0119081829258465,0.0,0.0002144607843137255
