triad,AUMC_density,peak_tau,peak_density
003,0.8901803681938816,7.999999999999999,0.9981599765392538
012,0.003783724781226537,5.039684199579493,0.005859106775005722
102,0.0,1.0,0.0
021D,0.009103806110286099,1.0,0.021157587548638133
021U,2.20879065493606e-5,1.0,8.404383154039826e-5
021C,0.0,1.0,0.0
111D,0.0,1.0,0.0
111U,0.0,1.0,0.0
030T,0.0,1.0,0.0
030C,0.0,1.0,0.0
201,0.0,1.0,0.0
120D,0.0,1.0,0.0
120U,0.0,1.0,0.0
120C,0.0,1.0,0.0
210,0.0,1.0,0.0
300,0.0,1.0,0.0
