node,community,in_degree,out_degree,total_degree,in_degree_in_group,out_degree_in_group,total_degree_in_group,in_degree_between,out_degree_between,total_degree_between,weighted_in_degree,weighted_out_degree,weighted_total_degree,weighted_in_degree_in_group,weighted_out_degree_in_group,weighted_total_degree_in_group,weighted_in_degree_between,weighted_out_degree_between,weighted_total_degree_between,in_group_indegree_ratio,in_group_outdegree_ratio,in_group_indegree_strength_fraction,in_group_outdegree_strength_fraction,k_core_in,k_core_out,k_core_undirected,s_core_in,s_core_out,s_core_undirected,in_reach_2,out_reach_2,undirected_reach_2,out_degree_normalized,in_degree_normalized,in_out_ratio,weighted_in_out_ratio,ego_density,density_clustering_coefficient,cg_cycle,cg_middleman,cg_in,cg_out,cg_total,barrat_local,r_norm_ranked,page_rank,salsa_hub,salsa_authority,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized,in_reach_2_normalized,out_reach_2_normalized
1176545268415619072,16,1,1,2,1,1,2,0,0,0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,2,1.0,1.0,5.0,2,2,10,4.37024735600035e-5,4.37024735600035e-5,0.9999999999,0.9999999999,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008007766445866117,0.013333333333333341,0.0008992805755395724,0.00040465828771196755,0.0,5.515531184261762e-6,0.0014858841010401188,0.0014858841010401188
951720519203635201,16,0,7,7,0,7,7,0,0,0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,2,0.0,7.0,5.0,1,9,10,0.00030591731492002447,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007012340761362472,0.013333333333333341,0.0,0.0014263180555292854,0.0,5.515531184261762e-6,0.0007429420505200594,0.006686478454680535
1433419690638983168,36,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,2,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856716355586064,0.01333333333333334,0.0,0.0002381171644837421,0.0,1.1031062368523526e-6,0.0007429420505200594,0.0014858841010401188
754923996,22,0,9,9,0,8,8,0,1,1,0.0,14.0,14.0,0.0,13.0,13.0,0.0,1.0,1.0,0.0,0.8888888888888888,0.0,0.9285714285714286,0,0,2,0.0,11.0,13.0,1,10,24,0.0006118346298400489,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333336,0.0,0.002331694894724956,0.0,1.323727484222823e-5,0.0007429420505200594,0.007429420505200594
1596428281,2,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,3,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333332,0.0,0.00019728937001983748,0.0,1.6546593552785288e-6,0.0007429420505200594,0.0014858841010401188
1151142582585417730,12,0,2,2,0,2,2,0,0,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,2.0,2.0,1,3,3,8.7404947120007e-5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006461091107322928,0.01333333333333334,0.0,0.0004762178876128731,0.0,1.6546593552785288e-6,0.0007429420505200594,0.002228826151560178
1324022303194292224,13,0,2,2,0,2,2,0,0,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,2.0,2.0,1,3,3,8.7404947120007e-5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006461090939548098,0.01333333333333334,0.0,0.0004762178876128731,0.0,1.6546593552785288e-6,0.0007429420505200594,0.002228826151560178
93471126,7,0,40,40,0,39,39,0,1,1,0.0,49.0,49.0,0.0,48.0,48.0,0.0,1.0,1.0,0.0,0.975,0.0,0.9795918367346939,0,0,3,0.0,16.0,15.0,1,41,51,0.0021414212044401715,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333341,0.0,0.008467665150838855,0.0,2.812920903973499e-5,0.0007429420505200594,0.030460624071322436
1122760625283670016,22,0,5,5,0,4,4,0,1,1,0.0,5.0,5.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.8,0.0,0.8,0,0,2,0.0,6.0,8.0,1,6,19,0.0002185123678000175,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333336,0.0,0.000542024111548578,0.0,1.0479509250097348e-5,0.0007429420505200594,0.004457652303120356
201601822,14,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,2,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856713346436734,0.01333333333333334,0.0,0.0002381171644837421,0.0,1.1031062368523526e-6,0.0007429420505200594,0.0014858841010401188
1204242402103267328,37,0,3,3,0,3,3,0,0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,4.0,2.0,1,4,4,0.00013110742068001048,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006846822254596142,0.01333333333333334,0.0,0.000714301778791282,0.0,2.206212473704705e-6,0.0007429420505200594,0.0029717682020802376
706087110424420353,15,0,6,6,0,6,6,0,0,0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,7.0,2.0,1,7,7,0.00026221484136002097,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007444881298540021,0.01333333333333334,0.0,0.00142844853237456,0.0,3.860871828983234e-6,0.0007429420505200594,0.005200594353640416
1445397158400774154,38,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,2,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856712824357485,0.01333333333333334,0.0,0.0002381171644837421,0.0,1.1031062368523526e-6,0.0007429420505200594,0.0014858841010401188
2511882350,16,1,5,6,1,5,6,0,0,0,7.0,7.0,14.0,7.0,7.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,2,4.0,8.0,26.0,2,15,15,0.00030591731492002447,0.00030591731492002447,0.199999999996,0.9999999999857143,0.26666666666666666,0.08,0.0,0.5151515151515151,0.0,0.125,0.19672131147540983,0.375,1.0,0.0008038533834297214,0.013333333333333341,0.0008992805755395724,0.0028809495646628935,0.0,8.273296776392644e-6,0.0014858841010401188,0.011144130757800892
3307687069,16,2,10,12,2,10,12,0,0,0,2.0,10.0,12.0,2.0,10.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,2,3.0,10.0,5.0,4,11,28,0.000437024735600035,8.7404947120007e-5,0.199999999998,0.199999999998,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009481599702290226,0.013333333333333341,0.0008992805755395724,0.0024624232710285243,0.0,1.5443487315932935e-5,0.0029717682020802376,0.008172362555720654
96750689,16,0,3,3,0,3,3,0,0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,4.0,3.0,1,14,15,0.00013110742068001048,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007012340761362472,0.013333333333333341,0.0,0.0006078430024573089,0.0,8.273296776392644e-6,0.0007429420505200594,0.010401188707280832
3194592704,17,0,2,2,0,2,2,0,0,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,2.0,2.0,1,3,3,8.7404947120007e-5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006461088762142573,0.01333333333333334,0.0,0.0004762178876128731,0.0,1.6546593552785288e-6,0.0007429420505200594,0.002228826151560178
1493823703607832577,8,0,4,4,0,2,2,0,2,2,0.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.5,0.0,0.5,0,0,3,0.0,5.0,10.0,1,5,14,0.000174809894240014,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.01333333333333331,0.0,0.00017034405730276259,0.0,7.721743657966468e-6,0.0007429420505200594,0.003714710252600297
1155060346521968640,18,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,2,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856712759465083,0.01333333333333334,0.0,0.0002381171644837421,0.0,1.1031062368523526e-6,0.0007429420505200594,0.0014858841010401188
1186921798299897857,7,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,3,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333345,0.0,0.00022237632806387797,0.0,1.6546593552785288e-6,0.0007429420505200594,0.0014858841010401188
1504583473,19,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,2,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856716497880804,0.01333333333333334,0.0,0.0002381171644837421,0.0,1.1031062368523526e-6,0.0007429420505200594,0.0014858841010401188
925641636583010304,20,0,3,3,0,3,3,0,0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,4.0,2.0,1,4,4,0.00013110742068001048,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006846823927258879,0.01333333333333334,0.0,0.000714301778791282,0.0,2.206212473704705e-6,0.0007429420505200594,0.0029717682020802376
1278547172,39,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,2,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856716317011551,0.01333333333333334,0.0,0.0002381171644837421,0.0,1.1031062368523526e-6,0.0007429420505200594,0.0014858841010401188
822328100,27,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,3,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333329,0.0,0.000174825884712404,0.0,1.6546593552785288e-6,0.0007429420505200594,0.0014858841010401188
823349574739734528,22,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,11,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333334,0.0,0.00020794722801242838,0.0,6.067084302687939e-6,0.0007429420505200594,0.0014858841010401188
351750739,21,0,4,4,0,4,4,0,0,0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,5.0,2.0,1,5,5,0.000174809894240014,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007110111010282504,0.01333333333333334,0.0,0.0009523684459389337,0.0,2.757765592130881e-6,0.0007429420505200594,0.003714710252600297
746500488959496194,22,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,11,4.37024735600035e-5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333334,0.0,0.00020794722801242838,0.0,6.067084302687939e-6,0.0007429420505200594,0.0014858841010401188
472122299,22,0,2,2,0,2,2,0,0,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,2,0.0,2.0,5.0,1,3,12,8.7404947120007e-5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333336,0.0,0.00041647546934697743,0.0,6.618637421114115e-6,0.0007429420505200594,0.002228826151560178
441540997,22,0,3,3,0,3,3,0,0,0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,7.0,14.0,1,4,5,0.00026221484136002097,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008206135178781429,0.013333333333333341,0.0,0.0012564267824981545,0.0,2.757765592130881e-6,0.0007429420505200594,0.0029717682020802376
15872418,23,1,2,3,1,2,3,0,0,0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,2,1.0,2.0,7.0,2,3,4,8.7404947120007e-5,4.37024735600035e-5,0.499999999975,0.499999999975,0.4166666666666667,0.2222222222222222,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0007206882053471473,0.01333333333333334,0.0008992805755395725,0.0007123303199703113,0.0,2.206212473704705e-6,0.0014858841010401188,0.002228826151560178
1032125483519856640,16,0,2,2,0,2,2,0,0,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,2.0,3.0,1,3,4,8.7404947120007e-5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007012340761362472,0.013333333333333341,0.0,0.00040465828771196755,0.0,2.206212473704705e-6,0.0007429420505200594,0.002228826151560178
1115213444578402304,16,0,8,8,0,8,8,0,0,0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,2,0.0,9.0,8.0,1,9,13,0.000349619788480028,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007012340761362472,0.013333333333333341,0.0,0.0016323778456622806,0.0,7.170190539540292e-6,0.0007429420505200594,0.006686478454680535
