node,community,total_degree,weighted_total_degree,total_degree_in_group,weighted_total_degree_in_group,total_degree_between,weighted_total_degree_between,in_group_ratio,internal_strength_fraction,k_core_all,s_core_all,undirected_reach_2,total_degree_normalized,ego_density,density_clustering_coefficient,barrat_weighted_clustering,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized
USJapanAlliance,1,18,79.0,13,40.0,5,39.0,0.7222222222222222,0.5063291139240507,14,41,132,0.0004878801914466574,0.695906432748538,0.5906432748538012,0.6098287416232315,0.0,0.00047675324697993293,0.002022058823529412
F35B,10,23,692.0,8,567.0,15,125.0,0.34782608695652173,0.819364161849711,18,94,151,0.004273583449127682,0.6847826086956522,0.6014492753623188,0.6147530215449291,0.0,0.011136554941542087,0.0023131127450980392
Airmen,10,6,292.0,6,292.0,0,0.0,1.0,1.0,5,81,168,0.0018033039987648603,0.8571428571428571,0.5714285714285714,0.8506849315068493,0.0,0.001902628750026003,0.002573529411764706
MaineMontenegro15,10,3,6.0,3,6.0,0,0.0,1.0,1.0,3,7,63,3.7054191755442337e-5,1.0,0.5,1.0,0.0,3.913327996551974e-5,0.0009650735294117647
日米同盟,4,10,315.0,8,261.0,2,54.0,0.8,0.8285714285714286,7,85,132,0.0019453450671607225,0.7272727272727273,0.5454545454545454,0.7513227513227513,0.004413630284040959,0.0,0.002022058823529412
KnowYourMil,2,18,126.0,14,98.0,4,28.0,0.7777777777777778,0.7777777777777778,18,67,151,0.0007781380268642891,1.0,0.8947368421052632,1.0,0.0006957919452212913,0.0,0.0023131127450980392
HSC25,10,3,129.0,3,129.0,0,0.0,1.0,1.0,3,71,132,0.0007966651227420102,1.0,0.5,1.0,0.0,0.0008410920334835925,0.002022058823529412
CordiDayInMetroManila2022,7,7,436.0,7,436.0,0,0.0,1.0,1.0,6,90,14,0.002692604600895476,0.8928571428571429,0.6428571428571429,0.9453363914373089,0.012220576813625983,0.0,0.0002144607843137255
38thCordilleraDay,7,7,452.0,7,452.0,0,0.0,1.0,1.0,6,91,14,0.0027914157789099892,0.8928571428571429,0.6428571428571429,0.9406342182890856,0.01270268969602173,0.0,0.0002144607843137255
KordilyeraAgkaykaysa,7,6,362.0,6,362.0,0,0.0,1.0,1.0,6,88,14,0.0022356029025783542,1.0,0.7142857142857143,1.0,0.01002298091422904,0.0,0.0002144607843137255
UnitedNorth2022,7,7,430.0,7,430.0,0,0.0,1.0,1.0,6,89,14,0.002655550409140034,0.8928571428571429,0.6428571428571429,0.9434108527131783,0.012040426799897364,0.0,0.0002144607843137255
LetOurRiversFlowFree,7,2,18.0,2,18.0,0,0.0,1.0,1.0,2,22,14,0.00011116257526632701,1.0,0.3333333333333333,1.0,0.0004710671710023151,0.0,0.0002144607843137255
FOIP,1,16,129.0,15,94.0,1,35.0,0.9375,0.7286821705426356,14,60,139,0.0007966651227420102,0.8088235294117647,0.6911764705882353,0.5276485788113695,0.0008522093909001383,0.0,0.0021292892156862743
training,2,18,148.0,14,116.0,4,32.0,0.7777777777777778,0.7837837837837838,18,68,151,0.0009140033966342443,1.0,0.8947368421052632,1.0,0.0008958937223436658,0.0,0.0023131127450980392
mondaymotivation,9,1,2.0,1,2.0,0,0.0,1.0,1.0,1,2,29,1.2351397251814112e-5,1.0,0.0,0.0,6.0203174389705794e-5,0.0,0.00044424019607843137
Balikatan22,10,12,567.0,10,560.0,2,7.0,0.8333333333333334,0.9876543209876543,6,87,206,0.0035016211208893006,0.46153846153846156,0.3076923076923077,0.5424082090748757,0.0,0.004030453964739555,0.003155637254901961
ExerciseBalikatan,2,6,123.0,3,117.0,3,6.0,0.5,0.9512195121951219,4,62,166,0.0007596109309865679,0.6190476190476191,0.3333333333333333,0.4894308943089431,0.002432517285275382,0.0,0.002542892156862745
