triad,AUMC_density,peak_tau,peak_density
003,0.0,25.0,0.6517031575476929
012,0.0,25.0,0.0
102,0.0,25.0,0.2875473931873698
021D,0.0,25.0,0.0
021U,0.0,25.0,0.0
021C,0.0,25.0,0.0
111D,0.0,25.0,0.0
111U,0.0,25.0,0.0
030T,0.0,25.0,0.0
030C,0.0,25.0,0.0
201,0.0,25.0,0.0
120D,0.0,25.0,0.0
120U,0.0,25.0,0.0
120C,0.0,25.0,0.0
210,0.0,25.0,0.0
300,0.0,25.0,0.060749449264937284
